TIME,CH2
0.0012593,3.28
0.00125933,3.2
0.00125936,3.2
0.00125939,3.28
0.00126803,3.28
0.00126806,3.36
0.00126816,3.36
0.00126819,3.28
0.00126918,3.28
0.00126922,3.2
0.00126925,3.36
0.00126928,3.28
0.00127987,3.28
0.0012799,3.36
0.00127994,3.36
0.00127997,3.28
0.0012871,3.28
0.00128714,3.36
0.00128717,3.36
0.0012872,3.28
0.00130813,3.28
0.00130816,3.36
0.00130819,3.2
0.00130822,3.28
0.001348,3.28
0.00134803,3.36
0.00134806,3.36
0.0013481,3.28
0.00135024,3.28
0.00135027,3.36
0.0013503,3.36
0.00135034,3.28
0.00135312,3.28
0.00135315,3.36
0.00135318,3.36
0.00135322,3.28
0.00137152,3.28
0.00137155,3.2
0.00137158,3.36
0.00137162,3.28
0.00137523,3.28
0.00137526,3.36
0.0013753,3.2
0.00137533,3.28
0.00139706,3.28
0.00139709,3.2
0.00139712,3.36
0.00139715,3.28
0.00139846,3.28
0.0013985,3.36
0.00139853,3.36
0.00139856,3.28
0.00140845,3.28
0.00140848,3.2
0.00140851,3.2
0.00140854,3.28
0.00140858,3.28
0.00140861,3.2
0.00140864,3.2
0.00140867,3.28
0.0014128,3.28
0.00141283,3.2
0.00141286,3.2
0.0014129,3.28
0.00141846,3.28
0.0014185,3.2
0.00141853,3.36
0.00141856,3.28
0.00146896,3.28
0.00146899,3.36
0.00146902,3.2
0.00146906,3.28
0.00147536,3.28
0.00147539,3.36
0.00147542,3.2
0.00147546,3.28
0.00148797,3.28
0.001488,3.2
0.00148803,3.36
0.00148806,3.28
0.00150525,3.28
0.00150528,3.2
0.00150531,3.36
0.00150534,3.28
0.00151747,3.28
0.0015175,3.36
0.00151754,3.36
0.00151757,3.28
0.00154765,3.28
0.00154768,3.2
0.00154771,3.36
0.00154774,3.28
0.00154784,3.28
0.00154787,3.36
0.0015479,3.36
0.00154794,3.28
0.00155648,3.28
0.00155651,3.2
0.00155654,3.2
0.00155658,3.28
0.00160726,3.28
0.0016073,3.36
0.00160733,3.36
0.00160736,3.28
0.00163123,3.28
0.00163126,3.36
0.0016313,3.36
0.00163133,3.28
0.00163738,3.28
0.00163741,3.2
0.00163744,3.36
0.00163747,3.2
0.0016375,3.28
0.00163875,3.28
0.00163878,3.36
0.00163882,3.2
0.00163885,3.28
0.00166038,3.28
0.00166042,3.36
0.00166045,3.36
0.00166048,3.28
0.00167299,3.28
0.00167302,3.36
0.00167306,3.36
0.00167309,3.28
0.00167584,3.28
0.00167587,3.2
0.0016759,3.36
0.00167594,3.28
0.00168762,3.28
0.00168765,3.36
0.00168768,3.2
0.00168771,3.28
0.00170746,3.28
0.00170749,3.2
0.00170752,3.36
0.00170755,3.28
0.00171491,3.28
0.00171494,3.2
0.00171498,3.36
0.00171501,3.28
0.00172666,3.28
0.00172669,3.2
0.00172672,3.2
0.00172675,3.28
0.00172694,3.28
0.00172698,3.2
0.00172701,3.36
0.00172704,3.28
0.00174016,3.28
0.00174019,3.36
0.00174022,3.2
0.00174026,3.28
0.00175094,3.28
0.00175098,3.2
0.00175101,3.2
0.00175104,3.28
0.00175219,3.28
0.00175222,3.36
0.00175226,3.2
0.00175229,3.28
0.00175514,3.28
0.00175517,3.2
0.0017552,3.2
0.00175523,3.28
0.00175629,3.28
0.00175632,3.2
0.00175635,3.36
0.00175638,3.28
0.00176166,3.28
0.0017617,3.2
0.00176173,3.2
0.00176176,3.28
0.00179046,3.28
0.0017905,3.2
0.00179053,3.36
0.00179056,3.28
0.00179136,3.28
0.00179139,3.2
0.00179142,3.2
0.00179146,3.28
0.00181078,3.28
0.00181082,3.2
0.00181094,3.2
0.00181098,3.28
0.00183619,3.28
0.00183622,3.36
0.00183626,3.2
0.00183629,3.2
0.00183632,3.28
0.00184371,3.28
0.00184374,3.36
0.00184378,3.2
0.00184381,3.28
0.00190179,3.28
0.00190182,3.36
0.00190186,3.36
0.00190189,3.28
0.00193418,3.28
0.00193421,3.2
0.00193424,3.2
0.00193427,3.28
0.00199155,3.28
0.00199158,3.36
0.00199162,3.2
0.00199165,3.28
0.00199341,3.28
0.00199344,3.2
0.00199354,3.2
0.00199357,3.28
0.00201152,3.28
0.00201155,3.2
0.00201165,3.2
0.00201168,3.28
0.0020168,3.28
0.00201683,3.36
0.00201686,3.2
0.0020169,3.28
0.00202438,3.28
0.00202442,3.2
0.00202445,3.2
0.00202448,3.28
0.00203869,3.28
0.00203872,3.36
0.00203875,3.36
0.00203878,3.28
0.00206557,3.28
0.0020656,3.36
0.00206563,3.36
0.00206566,3.28
0.0020705,3.28
0.00207053,3.36
0.00207056,3.36
0.00207059,3.28
0.00207712,3.28
0.00207715,3.36
0.00207718,3.2
0.00207722,3.28
0.00210298,3.28
0.00210301,3.36
0.00210304,3.2
0.00210307,3.28
0.00210954,3.28
0.00210957,3.36
0.0021096,3.36
0.00210963,3.28
0.00212125,3.28
0.00212128,3.36
0.00212131,3.2
0.00212134,3.28
0.0021223,3.28
0.00212234,3.2
0.00212237,3.2
0.0021224,3.28
0.00214093,3.28
0.00214096,3.2
0.00214099,3.36
0.00214102,3.28
0.0021424,3.28
0.00214243,3.36
0.00214246,3.36
0.0021425,3.28
0.00217309,3.28
0.00217312,3.36
0.00217315,3.36
0.00217318,3.28
0.00218864,3.28
0.00218867,3.2
0.0021887,3.36
0.00218874,3.28
0.00225536,3.28
0.00225539,3.36
0.00225542,3.36
0.00225546,3.28
0.00227389,3.28
0.00227392,3.2
0.00227395,3.36
0.00227398,3.28
0.00228029,3.28
0.00228032,3.2
0.00228035,3.2
0.00228038,3.28
0.00229552,3.28
0.00229555,3.2
0.00229558,3.2
0.00229562,3.28
0.00229706,3.28
0.00229709,3.2
0.00229712,3.2
0.00229715,3.28
0.00230941,3.28
0.00230944,3.2
0.00230947,3.36
0.0023095,3.28
0.00234509,3.28
0.00234512,3.36
0.00234515,3.36
0.00234518,3.28
0.00234976,3.28
0.00234979,3.2
0.00234982,3.36
0.00234986,3.28
0.00236246,3.28
0.0023625,3.2
0.00236253,3.2
0.00236256,3.28
0.00237446,3.28
0.0023745,3.2
0.00237453,3.2
0.00237456,3.28
0.00238989,3.28
0.00238992,3.36
0.00238995,3.36
0.00238998,3.28
0.00241418,3.28
0.00241421,3.2
0.00241424,3.36
0.00241427,3.28
0.00243178,3.28
0.00243181,3.2
0.00243184,3.2
0.00243187,3.28
0.00246093,3.28
0.00246096,3.2
0.00246099,3.36
0.00246102,3.28
0.00246227,3.28
0.0024623,3.36
0.00246234,3.2
0.00246237,3.28
0.00248147,3.28
0.0024815,3.36
0.00248154,3.2
0.00248157,3.28
0.00249846,3.28
0.0024985,3.36
0.00249853,3.2
0.00249856,3.28
0.00252125,3.28
0.00252128,3.2
0.00252131,3.36
0.00252134,3.28
0.00252662,3.28
0.00252666,3.36
0.00252669,3.2
0.00252672,3.28
0.00254163,3.28
0.00254166,3.2
0.0025417,3.36
0.00254173,3.28
0.00256547,3.28
0.0025655,3.36
0.00256554,3.2
0.00256557,3.36
0.0025656,3.28
0.0025928,3.28
0.00259283,3.36
0.00259286,3.36
0.0025929,3.28
0.00260387,3.28
0.0026039,3.36
0.00260394,3.36
0.00260397,3.28
0.00262256,3.28
0.00262259,3.36
0.00262262,3.2
0.00262266,3.28
0.0026313,3.28
0.00263133,3.2
0.00263136,3.2
0.00263139,3.28
0.00264723,3.28
0.00264726,3.28
0.0026473,3.28
