TIME,CH3,CH3 Peak Detect
2.49856e-04,0.1,0.1
2.49864e-04,0.1,0.08
2.49872e-04,0.08,0.1
2.49880e-04,0.1,0.08
2.49888e-04,0.1,0.1
2.49896e-04,0.1,0.06
2.49904e-04,0.1,0.1
2.49912e-04,0.1,0.08
2.49920e-04,0.1,0.1
2.49928e-04,0.1,0.06
2.49936e-04,0.1,0.1
2.49944e-04,0.1,0.08
2.49952e-04,0.1,0.12
2.49960e-04,0.1,0.08
2.49968e-04,0.1,0.1
2.49976e-04,0.12,0.08
2.49984e-04,0.08,0.12
2.49992e-04,0.12,0.06
2.50000e-04,0.1,0.12
2.50008e-04,0.1,0.08
2.50016e-04,0.12,0.12
2.50024e-04,0.1,0.08
2.50032e-04,0.08,0.12
2.50040e-04,0.1,0.06
2.50048e-04,0.1,0.12
2.50056e-04,0.1,0.06
2.50064e-04,0.08,0.1
2.50072e-04,0.08,0.08
2.50080e-04,0.08,0.12
2.50088e-04,0.1,0.08
2.50096e-04,0.1,0.1
2.50104e-04,0.1,0.08
2.50112e-04,0.08,0.1
2.50120e-04,0.08,0.08
2.50128e-04,0.08,0.1
2.50136e-04,0.1,0.06
2.50144e-04,0.1,0.12
2.50152e-04,0.12,0.08
2.50160e-04,0.1,0.1
2.50168e-04,0.1,0.08
2.50176e-04,0.1,0.12
2.50184e-04,0.1,0.08
2.50192e-04,0.1,0.12
2.50200e-04,0.1,0.08
2.50208e-04,0.12,0.12
2.50216e-04,0.1,0.08
2.50224e-04,0.1,0.12
2.50232e-04,0.1,0.08
2.50240e-04,0.1,0.1
2.50248e-04,0.1,0.08
2.50256e-04,0.1,0.12
2.50264e-04,0.1,0.08
2.50272e-04,0.1,0.12
2.50280e-04,0.08,0.08
2.50288e-04,0.08,0.12
2.50296e-04,0.08,0.06
2.50304e-04,0.08,0.12
2.50312e-04,0.1,0.08
2.50320e-04,0.08,0.1
2.50328e-04,0.1,0.06
2.50336e-04,0.12,0.1
2.50344e-04,0.1,0.08
2.50352e-04,0.12,0.12
2.50360e-04,0.08,0.08
2.50368e-04,0.1,0.12
2.50376e-04,0.08,0.06
2.50384e-04,0.1,0.12
2.50392e-04,0.1,0.08
2.50400e-04,0.1,0.1
2.50408e-04,0.1,0.06
2.50416e-04,0.1,0.1
2.50424e-04,0.1,0.08
2.50432e-04,0.08,0.1
2.50440e-04,0.1,0.08
2.50448e-04,0.08,0.1
2.50456e-04,0.1,0.06
2.50464e-04,0.1,0.1
2.50472e-04,0.1,0.08
2.50480e-04,0.08,0.1
2.50488e-04,0.1,0.08
2.50496e-04,0.1,0.1
2.50504e-04,0.08,0.08
2.50512e-04,0.08,0.12
2.50520e-04,0.08,0.08
2.50528e-04,0.1,0.12
2.50536e-04,0.12,0.08
2.50544e-04,0.08,0.1
2.50552e-04,0.12,0.08
2.50560e-04,0.08,0.12
2.50568e-04,0.1,0.08
2.50576e-04,0.08,0.12
2.50584e-04,0.1,0.06
2.50592e-04,0.1,0.12
2.50600e-04,0.1,0.06
2.50608e-04,0.08,0.1
2.50616e-04,0.1,0.06
2.50624e-04,0.08,0.1
2.50632e-04,0.08,0.06
2.50640e-04,0.08,0.1
2.50648e-04,0.08,0.06
2.50656e-04,0.1,0.1
2.50664e-04,0.1,0.06
2.50672e-04,0.08,0.1
2.50680e-04,0.1,0.06
2.50688e-04,0.1,0.12
2.50696e-04,0.08,0.04
2.50704e-04,0.08,0.12
2.50712e-04,0.08,0.06
2.50720e-04,0.08,0.1
2.50728e-04,0.08,0.06
2.50736e-04,0.08,0.1
2.50744e-04,0.08,0.06
2.50752e-04,0.08,0.1
2.50760e-04,0.08,0.06
2.50768e-04,0.1,0.12
2.50776e-04,0.08,0.06
2.50784e-04,0.08,0.1
2.50792e-04,0.1,0.06
2.50800e-04,0.06,0.1
2.50808e-04,0.08,0.06
2.50816e-04,0.08,0.1
2.50824e-04,0.08,0.06
2.50832e-04,0.1,0.08
2.50840e-04,0.08,0.06
2.50848e-04,0.1,0.1
2.50856e-04,0.1,0.06
2.50864e-04,0.08,0.1
2.50872e-04,0.06,0.06
2.50880e-04,0.08,0.1
2.50888e-04,0.08,0.06
2.50896e-04,0.08,0.08
2.50904e-04,0.1,0.06
2.50912e-04,0.1,0.1
2.50920e-04,0.08,0.06
2.50928e-04,0.08,0.1
2.50936e-04,0.06,0.06
2.50944e-04,0.08,0.08
2.50952e-04,0.08,0.06
2.50960e-04,0.08,0.08
2.50968e-04,0.08,0.06
2.50976e-04,0.08,0.1
2.50984e-04,0.1,0.04
2.50992e-04,0.08,0.08
2.51000e-04,0.08,0.06
2.51008e-04,0.08,0.1
2.51016e-04,0.08,0.06
2.51024e-04,0.06,0.08
2.51032e-04,0.06,0.04
2.51040e-04,0.1,0.08
2.51048e-04,0.08,0.04
2.51056e-04,0.1,0.1
2.51064e-04,0.06,0.06
2.51072e-04,0.1,0.1
2.51080e-04,0.08,0.06
2.51088e-04,0.08,0.1
2.51096e-04,0.08,0.06
2.51104e-04,0.06,0.08
2.51112e-04,0.08,0.04
2.51120e-04,0.08,0.08
2.51128e-04,0.1,0.04
2.51136e-04,0.08,0.08
2.51144e-04,0.06,0.04
2.51152e-04,0.06,0.1
2.51160e-04,0.08,0.06
2.51168e-04,0.06,0.08
2.51176e-04,0.08,0.06
2.51184e-04,0.08,0.08
2.51192e-04,0.06,0.06
2.51200e-04,0.08,0.08
2.51208e-04,0.08,0.06
2.51216e-04,0.06,0.08
2.51224e-04,0.08,0.06
2.51232e-04,0.06,0.08
2.51240e-04,0.08,0.06
2.51248e-04,0.06,0.08
2.51256e-04,0.06,0.04
2.51264e-04,0.04,0.1
2.51272e-04,0.08,0.04
2.51280e-04,0.08,0.08
2.51288e-04,0.06,0.04
2.51296e-04,0.06,0.08
2.51304e-04,0.08,0.04
2.51312e-04,0.04,0.08
2.51320e-04,0.08,0.04
2.51328e-04,0.08,0.08
2.51336e-04,0.08,0.04
2.51344e-04,0.08,0.08
2.51352e-04,0.08,0.06
2.51360e-04,0.08,0.08
2.51368e-04,0.06,0.06
2.51376e-04,0.06,0.08
2.51384e-04,0.08,0.04
2.51392e-04,0.06,0.08
2.51400e-04,0.06,0.04
2.51408e-04,0.08,0.08
2.51416e-04,0.08,0.04
2.51424e-04,0.1,0.08
2.51432e-04,0.08,0.04
2.51440e-04,0.06,0.1
2.51448e-04,0.04,0.04
2.51456e-04,0.06,0.08
2.51464e-04,0.06,0.04
2.51472e-04,0.06,0.08
2.51480e-04,0.08,0.04
2.51488e-04,0.06,0.06
2.51496e-04,0.06,0.04
2.51504e-04,0.06,0.08
2.51512e-04,0.08,0.04
2.51520e-04,0.06,0.08
2.51528e-04,0.06,0.04
2.51536e-04,0.06,0.08
2.51544e-04,0.06,0.04
2.51552e-04,0.08,0.08
2.51560e-04,0.08,0.04
2.51568e-04,0.08,0.08
2.51576e-04,0.08,0.04
2.51584e-04,0.06,0.08
2.51592e-04,0.06,0.04
2.51600e-04,0.08,0.08
2.51608e-04,0.08,0.04
2.51616e-04,0.06,0.08
2.51624e-04,0.06,0.04
2.51632e-04,0.06,0.08
2.51640e-04,0.08,0.04
2.51648e-04,0.12,0.08
2.51656e-04,0.08,-3.33786e-08
2.51664e-04,0.08,0.12
2.51672e-04,0.08,-3.33786e-08
2.51680e-04,0.08,0.08
2.51688e-04,0.08,0.02
2.51696e-04,0.08,0.08
2.51704e-04,0.06,0.02
2.51712e-04,0.06,0.08
2.51720e-04,0.08,0.04
2.51728e-04,0.06,0.08
2.51736e-04,0.08,0.04
2.51744e-04,0.08,0.08
2.51752e-04,0.06,0.04
2.51760e-04,0.06,0.08
2.51768e-04,0.06,0.04
2.51776e-04,0.08,0.06
2.51784e-04,0.06,0.04
2.51792e-04,0.06,0.08
2.51800e-04,0.06,0.04
2.51808e-04,0.08,0.08
2.51816e-04,0.06,0.04
2.51824e-04,0.06,0.08
2.51832e-04,0.08,0.04
2.51840e-04,0.06,0.08
2.51848e-04,0.06,0.04
2.51856e-04,0.06,0.08
2.51864e-04,0.06,0.04
2.51872e-04,0.06,0.08
2.51880e-04,0.06,0.04
2.51888e-04,0.06,0.08
2.51896e-04,0.06,0.06
2.51904e-04,0.06,0.08
2.51912e-04,0.06,0.04
2.51920e-04,0.04,0.08
2.51928e-04,0.06,0.04
2.51936e-04,0.06,0.08
2.51944e-04,0.06,0.04
2.51952e-04,0.06,0.08
2.51960e-04,0.06,0.04
2.51968e-04,0.06,0.06
2.51976e-04,0.06,0.04
2.51984e-04,0.06,0.06
2.51992e-04,0.06,0.04
2.52000e-04,0.04,0.06
2.52008e-04,0.06,0.02
2.52016e-04,0.06,0.06
2.52024e-04,0.08,0.04
2.52032e-04,0.06,0.06
2.52040e-04,0.06,0.04
2.52048e-04,0.06,0.08
2.52056e-04,0.06,0.04
2.52064e-04,0.06,0.06
2.52072e-04,0.08,0.04
2.52080e-04,0.06,0.08
2.52088e-04,0.06,0.04
2.52096e-04,0.08,0.08
2.52104e-04,0.06,0.04
2.52112e-04,0.04,0.08
2.52120e-04,0.06,0.04
2.52128e-04,0.06,0.08
2.52136e-04,0.06,0.04
2.52144e-04,0.06,0.08
2.52152e-04,0.06,0.02
2.52160e-04,0.06,0.06
2.52168e-04,0.04,0.04
2.52176e-04,0.04,0.06
2.52184e-04,0.06,0.02
2.52192e-04,0.04,0.08
2.52200e-04,0.06,0.04
2.52208e-04,0.06,0.08
2.52216e-04,0.06,0.02
2.52224e-04,0.04,0.08
2.52232e-04,0.06,0.02
2.52240e-04,0.08,0.08
2.52248e-04,0.06,0.04
2.52256e-04,0.04,0.08
2.52264e-04,0.04,0.04
2.52272e-04,0.06,0.08
2.52280e-04,0.06,0.02
2.52288e-04,0.08,0.06
2.52296e-04,0.04,0.04
2.52304e-04,0.06,0.08
2.52312e-04,0.06,0.04
2.52320e-04,0.06,0.08
2.52328e-04,0.04,0.04
2.52336e-04,0.06,0.08
2.52344e-04,0.06,0.04
2.52352e-04,0.06,0.08
2.52360e-04,0.06,0.04
2.52368e-04,0.06,0.08
2.52376e-04,0.08,0.04
2.52384e-04,0.06,0.08
2.52392e-04,0.06,0.02
2.52400e-04,0.04,0.08
2.52408e-04,0.06,0.04
2.52416e-04,0.08,0.06
2.52424e-04,0.04,0.02
2.52432e-04,0.06,0.08
2.52440e-04,0.08,0.04
2.52448e-04,0.06,0.08
2.52456e-04,0.06,0.02
2.52464e-04,0.06,0.08
2.52472e-04,0.06,0.04
2.52480e-04,0.06,0.08
2.52488e-04,0.04,0.04
2.52496e-04,0.04,0.08
2.52504e-04,0.06,0.02
2.52512e-04,0.08,0.08
2.52520e-04,0.06,0.04
2.52528e-04,0.06,0.08
2.52536e-04,0.06,0.02
2.52544e-04,0.06,0.08
2.52552e-04,0.06,0.04
2.52560e-04,0.08,0.06
2.52568e-04,0.08,0.04
2.52576e-04,0.04,0.08
2.52584e-04,0.06,0.04
2.52592e-04,0.06,0.08
2.52600e-04,0.06,0.04
2.52608e-04,0.06,0.08
2.52616e-04,0.06,0.04
2.52624e-04,0.06,0.06
2.52632e-04,0.08,0.04
2.52640e-04,0.04,0.08
2.52648e-04,0.04,0.02
2.52656e-04,0.06,0.08
2.52664e-04,0.08,0.02
2.52672e-04,0.04,0.06
2.52680e-04,0.04,0.02
2.52688e-04,0.06,0.08
2.52696e-04,0.04,0.02
2.52704e-04,0.06,0.06
2.52712e-04,0.06,0.04
2.52720e-04,0.04,0.08
2.52728e-04,0.06,0.04
2.52736e-04,0.06,0.06
2.52744e-04,0.04,0.04
2.52752e-04,0.06,0.06
2.52760e-04,0.06,0.04
2.52768e-04,0.06,0.06
2.52776e-04,0.06,0.04
2.52784e-04,0.06,0.06
2.52792e-04,0.08,0.04
2.52800e-04,0.06,0.08
2.52808e-04,0.06,0.04
2.52816e-04,0.06,0.08
2.52824e-04,0.06,0.04
2.52832e-04,0.06,0.08
2.52840e-04,0.06,0.02
2.52848e-04,0.08,0.08
2.52856e-04,0.06,0.04
2.52864e-04,0.06,0.08
2.52872e-04,0.06,0.04
2.52880e-04,0.06,0.08
2.52888e-04,0.08,0.04
2.52896e-04,0.08,0.06
2.52904e-04,0.08,0.04
2.52912e-04,0.06,0.08
2.52920e-04,0.06,0.02
2.52928e-04,0.06,0.08
2.52936e-04,0.06,0.04
2.52944e-04,0.06,0.06
2.52952e-04,0.08,0.02
2.52960e-04,0.06,0.08
2.52968e-04,0.06,0.04
2.52976e-04,0.08,0.08
2.52984e-04,0.06,0.04
2.52992e-04,0.06,0.08
2.53000e-04,0.06,0.02
2.53008e-04,0.06,0.06
2.53016e-04,0.06,0.02
2.53024e-04,0.04,0.08
2.53032e-04,0.06,0.04
2.53040e-04,0.06,0.08
2.53048e-04,0.08,0.02
2.53056e-04,0.06,0.06
2.53064e-04,0.06,0.04
2.53072e-04,0.06,0.08
2.53080e-04,0.06,0.04
2.53088e-04,0.06,0.06
2.53096e-04,0.08,0.02
2.53104e-04,0.06,0.06
2.53112e-04,0.06,0.04
2.53120e-04,0.04,0.08
2.53128e-04,0.06,0.02
2.53136e-04,0.06,0.06
2.53144e-04,0.06,0.02
2.53152e-04,0.06,0.06
2.53160e-04,0.04,0.04
2.53168e-04,0.06,0.06
2.53176e-04,0.06,0.04
2.53184e-04,0.08,0.06
2.53192e-04,0.08,0.04
2.53200e-04,0.06,0.08
2.53208e-04,0.06,0.04
2.53216e-04,0.06,0.08
2.53224e-04,0.04,0.04
2.53232e-04,0.06,0.06
2.53240e-04,0.04,0.02
2.53248e-04,0.04,0.08
2.53256e-04,0.06,0.02
2.53264e-04,0.04,0.06
2.53272e-04,0.06,0.04
2.53280e-04,0.06,0.06
2.53288e-04,0.06,0.04
2.53296e-04,0.08,0.06
2.53304e-04,0.06,0.04
2.53312e-04,0.06,0.08
2.53320e-04,0.02,0.02
2.53328e-04,0.04,0.06
2.53336e-04,0.04,0.02
2.53344e-04,0.06,0.06
2.53352e-04,0.04,0.02
2.53360e-04,0.04,0.06
2.53368e-04,0.06,0.04
2.53376e-04,0.06,0.06
2.53384e-04,0.04,0.02
2.53392e-04,0.04,0.06
2.53400e-04,0.08,0.02
2.53408e-04,0.06,0.06
2.53416e-04,0.06,0.02
2.53424e-04,0.06,0.08
2.53432e-04,0.06,0.04
2.53440e-04,0.04,0.06
2.53448e-04,0.04,0.04
2.53456e-04,0.04,0.06
2.53464e-04,0.06,0.04
2.53472e-04,0.06,0.06
2.53480e-04,0.06,0.02
2.53488e-04,0.04,0.06
2.53496e-04,0.06,0.04
2.53504e-04,0.06,0.06
2.53512e-04,0.06,0.04
2.53520e-04,0.06,0.06
2.53528e-04,0.06,0.04
2.53536e-04,0.06,0.06
2.53544e-04,0.02,0.04
2.53552e-04,0.06,0.06
2.53560e-04,0.06,0.02
2.53568e-04,0.04,0.06
2.53576e-04,0.06,0.02
2.53584e-04,0.04,0.06
2.53592e-04,0.06,0.02
2.53600e-04,0.06,0.06
2.53608e-04,0.04,0.02
2.53616e-04,0.04,0.06
2.53624e-04,0.04,0.02
2.53632e-04,0.06,0.06
2.53640e-04,0.04,0.04
2.53648e-04,0.04,0.06
2.53656e-04,0.06,0.02
2.53664e-04,0.04,0.06
2.53672e-04,0.04,0.02
2.53680e-04,0.06,0.06
2.53688e-04,0.06,0.02
2.53696e-04,0.06,0.06
2.53704e-04,0.04,0.04
2.53712e-04,0.04,0.06
2.53720e-04,0.06,0.04
2.53728e-04,0.06,0.06
2.53736e-04,0.06,0.04
2.53744e-04,0.06,0.06
2.53752e-04,0.02,0.02
2.53760e-04,0.04,0.06
2.53768e-04,0.06,0.02
2.53776e-04,0.06,0.06
2.53784e-04,0.06,-3.33786e-08
2.53792e-04,0.02,0.06
2.53800e-04,0.04,0.02
2.53808e-04,0.04,0.06
2.53816e-04,0.04,0.02
2.53824e-04,0.04,0.06
2.53832e-04,0.04,0.02
2.53840e-04,0.06,0.06
2.53848e-04,0.04,0.02
2.53856e-04,0.04,0.06
2.53864e-04,0.06,0.02
2.53872e-04,0.04,0.06
2.53880e-04,0.04,0.02
2.53888e-04,0.04,0.06
2.53896e-04,0.04,0.02
2.53904e-04,0.04,0.06
2.53912e-04,0.02,0.02
2.53920e-04,0.04,0.06
2.53928e-04,0.04,-3.33786e-08
2.53936e-04,0.04,0.08
2.53944e-04,0.02,0.02
2.53952e-04,0.04,0.06
2.53960e-04,0.04,0.02
2.53968e-04,0.04,0.06
2.53976e-04,0.04,0.02
2.53984e-04,0.02,0.04
2.53992e-04,0.04,0.02
2.54000e-04,0.04,0.06
2.54008e-04,0.04,0.02
2.54016e-04,0.04,0.06
2.54024e-04,0.04,0.02
2.54032e-04,0.04,0.04
2.54040e-04,0.04,0.02
2.54048e-04,0.04,0.04
2.54056e-04,0.06,0.02
2.54064e-04,0.04,0.06
2.54072e-04,0.04,0.02
2.54080e-04,0.04,0.06
2.54088e-04,0.02,0.02
2.54096e-04,0.04,0.04
2.54104e-04,0.04,-3.33786e-08
2.54112e-04,0.04,0.06
2.54120e-04,0.04,-3.33786e-08
2.54128e-04,0.06,0.04
2.54136e-04,0.04,0.02
2.54144e-04,0.06,0.06
2.54152e-04,0.04,0.02
2.54160e-04,0.04,0.06
2.54168e-04,0.04,-3.33786e-08
2.54176e-04,0.04,0.06
2.54184e-04,0.04,0.02
2.54192e-04,0.04,0.04
2.54200e-04,0.06,0.02
2.54208e-04,0.02,0.06
2.54216e-04,0.04,0.02
2.54224e-04,0.04,0.06
2.54232e-04,0.04,-3.33786e-08
2.54240e-04,0.06,0.04
2.54248e-04,0.06,0.02
2.54256e-04,0.04,0.06
2.54264e-04,0.04,0.02
2.54272e-04,0.02,0.06
2.54280e-04,0.02,0.02
2.54288e-04,0.04,0.04
2.54296e-04,0.02,0.02
2.54304e-04,0.04,0.06
2.54312e-04,0.04,0.02
2.54320e-04,0.06,0.04
2.54328e-04,0.02,0.02
2.54336e-04,0.04,0.06
2.54344e-04,0.02,-3.33786e-08
2.54352e-04,0.04,0.04
2.54360e-04,0.04,-3.33786e-08
2.54368e-04,0.02,0.06
2.54376e-04,0.02,-3.33786e-08
2.54384e-04,0.04,0.06
2.54392e-04,0.04,-3.33786e-08
2.54400e-04,0.02,0.04
2.54408e-04,0.04,-3.33786e-08
2.54416e-04,0.04,0.06
2.54424e-04,0.04,-3.33786e-08
2.54432e-04,0.04,0.04
2.54440e-04,0.02,-3.33786e-08
2.54448e-04,0.02,0.04
2.54456e-04,0.04,0.02
2.54464e-04,0.02,0.04
2.54472e-04,0.04,-3.33786e-08
2.54480e-04,0.02,0.04
2.54488e-04,0.04,-3.33786e-08
2.54496e-04,0.02,0.04
2.54504e-04,0.02,-3.33786e-08
2.54512e-04,0.02,0.04
2.54520e-04,0.02,-3.33786e-08
2.54528e-04,0.02,0.04
2.54536e-04,0.02,-3.33786e-08
2.54544e-04,-3.33786e-08,0.06
2.54552e-04,0.02,-3.33786e-08
2.54560e-04,0.02,0.04
2.54568e-04,0.04,-3.33786e-08
2.54576e-04,0.02,0.04
2.54584e-04,0.02,0.02
2.54592e-04,0.02,0.04
2.54600e-04,0.02,-3.33786e-08
2.54608e-04,0.02,0.04
2.54616e-04,0.02,0.02
2.54624e-04,0.04,0.04
2.54632e-04,0.02,-3.33786e-08
2.54640e-04,0.02,0.04
2.54648e-04,0.04,-3.33786e-08
2.54656e-04,0.02,0.04
2.54664e-04,-3.33786e-08,-3.33786e-08
2.54672e-04,0.02,0.04
2.54680e-04,0.04,-3.33786e-08
2.54688e-04,0.02,0.04
2.54696e-04,0.02,-3.33786e-08
2.54704e-04,0.02,0.04
2.54712e-04,-3.33786e-08,-3.33786e-08
2.54720e-04,0.02,0.04
2.54728e-04,0.02,-3.33786e-08
2.54736e-04,0.02,0.02
2.54744e-04,0.02,-3.33786e-08
2.54752e-04,0.02,0.02
2.54760e-04,0.02,-3.33786e-08
2.54768e-04,0.02,0.04
2.54776e-04,0.02,-3.33786e-08
2.54784e-04,0.02,0.04
2.54792e-04,0.02,-3.33786e-08
2.54800e-04,0.02,0.02
2.54808e-04,0.02,-3.33786e-08
2.54816e-04,0.02,0.04
2.54824e-04,0.02,-3.33786e-08
2.54832e-04,-3.33786e-08,0.04
2.54840e-04,0.02,-3.33786e-08
2.54848e-04,0.02,0.04
2.54856e-04,0.02,-3.33786e-08
2.54864e-04,0.02,0.02
2.54872e-04,0.04,-0.02
2.54880e-04,0.02,0.04
2.54888e-04,-3.33786e-08,-3.33786e-08
2.54896e-04,0.02,0.04
2.54904e-04,-3.33786e-08,-3.33786e-08
2.54912e-04,0.02,0.04
2.54920e-04,0.02,-0.02
2.54928e-04,0.02,0.04
2.54936e-04,0.02,-3.33786e-08
2.54944e-04,0.02,0.02
2.54952e-04,0.02,-3.33786e-08
2.54960e-04,0.02,0.04
2.54968e-04,0.02,-3.33786e-08
2.54976e-04,0.02,0.04
2.54984e-04,0.04,-3.33786e-08
2.54992e-04,-3.33786e-08,0.04
2.55000e-04,0.04,-0.02
2.55008e-04,0.02,0.04
2.55016e-04,-3.33786e-08,-3.33786e-08
2.55024e-04,0.02,0.04
2.55032e-04,0.02,-0.02
2.55040e-04,-3.33786e-08,0.04
2.55048e-04,0.02,-0.02
2.55056e-04,0.02,0.02
2.55064e-04,-3.33786e-08,-0.02
2.55072e-04,0.04,0.02
2.55080e-04,0.02,-3.33786e-08
2.55088e-04,-3.33786e-08,0.04
2.55096e-04,0.02,-0.02
2.55104e-04,0.02,0.02
2.55112e-04,0.02,-0.02
2.55120e-04,0.02,0.02
2.55128e-04,0.02,-3.33786e-08
2.55136e-04,0.02,0.04
2.55144e-04,0.02,-3.33786e-08
2.55152e-04,0.02,0.04
2.55160e-04,0.02,-3.33786e-08
2.55168e-04,0.02,0.02
2.55176e-04,-3.33786e-08,-3.33786e-08
2.55184e-04,-3.33786e-08,0.02
2.55192e-04,-3.33786e-08,-3.33786e-08
2.55200e-04,-3.33786e-08,0.02
2.55208e-04,0.02,-0.02
2.55216e-04,0.04,0.02
2.55224e-04,0.02,-3.33786e-08
2.55232e-04,0.02,0.04
2.55240e-04,-3.33786e-08,-3.33786e-08
2.55248e-04,0.02,0.04
2.55256e-04,0.04,-0.02
2.55264e-04,0.02,0.04
2.55272e-04,-3.33786e-08,-3.33786e-08
2.55280e-04,0.02,0.04
2.55288e-04,0.02,-0.02
2.55296e-04,0.02,0.02
2.55304e-04,0.04,-3.33786e-08
2.55312e-04,0.02,0.02
2.55320e-04,-3.33786e-08,-3.33786e-08
2.55328e-04,0.02,0.04
2.55336e-04,0.02,-3.33786e-08
2.55344e-04,-3.33786e-08,0.02
2.55352e-04,0.02,-3.33786e-08
2.55360e-04,-3.33786e-08,0.02
2.55368e-04,0.02,-3.33786e-08
2.55376e-04,0.02,0.02
2.55384e-04,0.02,-3.33786e-08
2.55392e-04,-3.33786e-08,0.02
2.55400e-04,0.04,-0.02
2.55408e-04,0.02,0.02
2.55416e-04,0.02,-3.33786e-08
2.55424e-04,-3.33786e-08,0.04
2.55432e-04,0.02,-3.33786e-08
2.55440e-04,0.02,0.04
2.55448e-04,-3.33786e-08,-3.33786e-08
2.55456e-04,0.02,0.02
2.55464e-04,0.02,-0.02
2.55472e-04,0.02,0.02
2.55480e-04,0.02,-3.33786e-08
2.55488e-04,0.02,0.02
2.55496e-04,0.02,-3.33786e-08
2.55504e-04,0.04,0.02
2.55512e-04,0.02,-3.33786e-08
2.55520e-04,0.02,0.04
2.55528e-04,0.02,-3.33786e-08
2.55536e-04,0.02,0.04
2.55544e-04,0.02,-3.33786e-08
2.55552e-04,0.02,0.04
2.55560e-04,0.02,-3.33786e-08
2.55568e-04,0.02,0.04
2.55576e-04,-3.33786e-08,-3.33786e-08
2.55584e-04,0.02,0.04
2.55592e-04,-3.33786e-08,-3.33786e-08
2.55600e-04,-3.33786e-08,0.02
2.55608e-04,0.02,-0.02
2.55616e-04,0.02,0.04
2.55624e-04,0.02,-3.33786e-08
2.55632e-04,-3.33786e-08,0.02
2.55640e-04,0.04,-3.33786e-08
2.55648e-04,0.02,0.02
2.55656e-04,0.02,-3.33786e-08
2.55664e-04,0.02,0.04
2.55672e-04,0.02,-0.02
2.55680e-04,-3.33786e-08,0.02
2.55688e-04,0.02,-3.33786e-08
2.55696e-04,0.02,0.02
2.55704e-04,0.02,-3.33786e-08
2.55712e-04,0.02,0.04
2.55720e-04,0.02,-3.33786e-08
2.55728e-04,0.02,0.02
2.55736e-04,0.02,-0.02
2.55744e-04,0.02,0.02
2.55752e-04,0.02,-3.33786e-08
2.55760e-04,0.02,0.02
2.55768e-04,0.02,-3.33786e-08
2.55776e-04,0.04,0.02
2.55784e-04,0.02,-3.33786e-08
2.55792e-04,0.02,0.04
2.55800e-04,0.02,-0.02
2.55808e-04,0.02,0.02
2.55816e-04,0.02,-0.02
2.55824e-04,0.02,0.04
2.55832e-04,-3.33786e-08,-3.33786e-08
2.55840e-04,-3.33786e-08,0.04
2.55848e-04,0.02,-3.33786e-08
2.55856e-04,0.02,0.02
2.55864e-04,0.02,-3.33786e-08
2.55872e-04,-3.33786e-08,0.02
2.55880e-04,-3.33786e-08,-3.33786e-08
2.55888e-04,0.02,0.02
2.55896e-04,0.02,-0.02
2.55904e-04,0.02,0.04
2.55912e-04,0.02,-3.33786e-08
2.55920e-04,0.02,0.02
2.55928e-04,0.02,-3.33786e-08
2.55936e-04,-3.33786e-08,0.04
2.55944e-04,0.02,-3.33786e-08
2.55952e-04,-3.33786e-08,0.02
2.55960e-04,-3.33786e-08,-0.02
2.55968e-04,0.02,0.02
2.55976e-04,0.02,-0.02
2.55984e-04,0.02,0.02
2.55992e-04,0.02,-3.33786e-08
2.56000e-04,0.02,0.04
2.56008e-04,-3.33786e-08,-0.02
2.56016e-04,0.04,0.04
2.56024e-04,0.02,-3.33786e-08
2.56032e-04,0.02,0.04
2.56040e-04,0.02,-3.33786e-08
2.56048e-04,0.02,0.04
2.56056e-04,-3.33786e-08,-3.33786e-08
2.56064e-04,0.02,0.02
2.56072e-04,0.02,-3.33786e-08
2.56080e-04,0.02,0.04
2.56088e-04,0.02,-3.33786e-08
2.56096e-04,-3.33786e-08,0.02
2.56104e-04,-3.33786e-08,-3.33786e-08
2.56112e-04,0.02,0.02
2.56120e-04,-3.33786e-08,-3.33786e-08
2.56128e-04,0.02,0.02
2.56136e-04,-3.33786e-08,-0.02
2.56144e-04,0.02,0.02
2.56152e-04,0.02,-3.33786e-08
2.56160e-04,0.02,0.02
2.56168e-04,-3.33786e-08,-3.33786e-08
2.56176e-04,0.02,0.02
2.56184e-04,0.02,-3.33786e-08
2.56192e-04,0.02,0.02
2.56200e-04,0.02,-3.33786e-08
2.56208e-04,0.02,0.04
2.56216e-04,0.02,-3.33786e-08
2.56224e-04,0.02,0.02
2.56232e-04,0.02,-3.33786e-08
2.56240e-04,0.02,0.02
2.56248e-04,0.02,-0.02
2.56256e-04,0.02,0.02
2.56264e-04,0.02,-3.33786e-08
2.56272e-04,0.02,0.02
2.56280e-04,-3.33786e-08,-0.02
2.56288e-04,-3.33786e-08,0.04
2.56296e-04,0.02,-3.33786e-08
2.56304e-04,0.02,0.04
2.56312e-04,0.02,-3.33786e-08
2.56320e-04,0.02,0.02
2.56328e-04,-3.33786e-08,-3.33786e-08
2.56336e-04,-3.33786e-08,0.04
2.56344e-04,0.02,-3.33786e-08
2.56352e-04,-3.33786e-08,0.02
2.56360e-04,0.02,-0.02
2.56368e-04,0.02,0.04
2.56376e-04,0.02,-3.33786e-08
2.56384e-04,0.02,0.02
2.56392e-04,0.02,-3.33786e-08
2.56400e-04,-3.33786e-08,0.04
2.56408e-04,0.02,-3.33786e-08
2.56416e-04,0.04,0.02
2.56424e-04,0.02,-0.02
2.56432e-04,0.02,0.04
