TIME,CH3,CH3 Peak Detect
5.17616e-04,0.04,0.08
5.17624e-04,0.06,0.04
5.17632e-04,0.06,0.06
5.17640e-04,0.06,0.04
5.17648e-04,0.04,0.08
5.17656e-04,0.06,0.04
5.17664e-04,0.06,0.06
5.17672e-04,0.08,0.04
5.17680e-04,0.06,0.06
5.17688e-04,0.06,0.02
5.17696e-04,0.08,0.08
5.17704e-04,0.06,0.04
5.17712e-04,0.06,0.08
5.17720e-04,0.06,0.04
5.17728e-04,0.06,0.08
5.17736e-04,0.06,0.04
5.17744e-04,0.06,0.06
5.17752e-04,0.06,0.02
5.17760e-04,0.06,0.06
5.17768e-04,0.08,0.02
5.17776e-04,0.08,0.06
5.17784e-04,0.06,0.04
5.17792e-04,0.06,0.08
5.17800e-04,0.06,0.02
5.17808e-04,0.06,0.08
5.17816e-04,0.04,0.04
5.17824e-04,0.06,0.08
5.17832e-04,0.06,0.04
5.17840e-04,0.08,0.06
5.17848e-04,0.08,0.04
5.17856e-04,0.06,0.08
5.17864e-04,0.06,0.04
5.17872e-04,0.06,0.08
5.17880e-04,0.08,0.04
5.17888e-04,0.06,0.06
5.17896e-04,0.06,0.04
5.17904e-04,0.06,0.08
5.17912e-04,0.08,0.04
5.17920e-04,0.08,0.08
5.17928e-04,0.08,0.04
5.17936e-04,0.06,0.08
5.17944e-04,0.08,0.04
5.17952e-04,0.04,0.08
5.17960e-04,0.06,0.02
5.17968e-04,0.06,0.08
5.17976e-04,0.06,0.04
5.17984e-04,0.06,0.06
5.17992e-04,0.06,0.04
5.18000e-04,0.04,0.06
5.18008e-04,0.06,0.04
5.18016e-04,0.06,0.06
5.18024e-04,0.08,0.04
5.18032e-04,0.06,0.08
5.18040e-04,0.06,0.04
5.18048e-04,0.04,0.08
5.18056e-04,0.04,0.04
5.18064e-04,0.04,0.08
5.18072e-04,0.06,0.04
5.18080e-04,0.06,0.06
5.18088e-04,0.08,0.04
5.18096e-04,0.06,0.06
5.18104e-04,0.04,0.04
5.18112e-04,0.08,0.08
5.18120e-04,0.06,0.04
5.18128e-04,0.06,0.08
5.18136e-04,0.08,0.04
5.18144e-04,0.06,0.08
5.18152e-04,0.06,0.04
5.18160e-04,0.06,0.08
5.18168e-04,0.06,0.04
5.18176e-04,0.04,0.08
5.18184e-04,0.06,0.02
5.18192e-04,0.06,0.06
5.18200e-04,0.06,0.04
5.18208e-04,0.08,0.06
5.18216e-04,0.06,0.04
5.18224e-04,0.06,0.08
5.18232e-04,0.04,0.04
5.18240e-04,0.06,0.08
5.18248e-04,0.06,0.02
5.18256e-04,0.06,0.08
5.18264e-04,0.04,0.04
5.18272e-04,0.04,0.06
5.18280e-04,0.08,0.04
5.18288e-04,0.06,0.06
5.18296e-04,0.06,0.04
5.18304e-04,0.04,0.08
5.18312e-04,0.08,0.04
5.18320e-04,0.06,0.08
5.18328e-04,0.06,0.04
5.18336e-04,0.06,0.08
5.18344e-04,0.06,0.02
5.18352e-04,0.06,0.06
5.18360e-04,0.06,0.04
5.18368e-04,0.06,0.06
5.18376e-04,0.06,0.04
5.18384e-04,0.08,0.06
5.18392e-04,0.04,0.04
5.18400e-04,0.08,0.08
5.18408e-04,0.06,0.04
5.18416e-04,0.06,0.08
5.18424e-04,0.06,0.04
5.18432e-04,0.06,0.06
5.18440e-04,0.06,0.04
5.18448e-04,0.04,0.08
5.18456e-04,0.06,0.04
5.18464e-04,0.06,0.08
5.18472e-04,0.08,0.04
5.18480e-04,0.04,0.06
5.18488e-04,0.06,0.04
5.18496e-04,0.06,0.08
5.18504e-04,0.04,0.04
5.18512e-04,0.06,0.08
5.18520e-04,0.06,0.04
5.18528e-04,0.06,0.06
5.18536e-04,0.08,0.04
5.18544e-04,0.08,0.06
5.18552e-04,0.08,0.04
5.18560e-04,0.06,0.08
5.18568e-04,0.06,0.04
5.18576e-04,0.06,0.08
5.18584e-04,0.04,0.04
5.18592e-04,0.08,0.08
5.18600e-04,0.06,0.04
5.18608e-04,0.06,0.08
5.18616e-04,0.06,0.04
5.18624e-04,0.06,0.06
5.18632e-04,0.06,0.02
5.18640e-04,0.04,0.06
5.18648e-04,0.06,0.04
5.18656e-04,0.06,0.06
5.18664e-04,0.06,0.04
5.18672e-04,0.06,0.06
5.18680e-04,0.06,0.04
5.18688e-04,0.08,0.06
5.18696e-04,0.06,0.04
5.18704e-04,0.06,0.08
5.18712e-04,0.06,0.04
5.18720e-04,0.06,0.08
5.18728e-04,0.06,0.04
5.18736e-04,0.06,0.08
5.18744e-04,0.06,0.04
5.18752e-04,0.06,0.08
5.18760e-04,0.06,0.04
5.18768e-04,0.06,0.06
5.18776e-04,0.06,0.04
5.18784e-04,0.06,0.06
5.18792e-04,0.06,0.04
5.18800e-04,0.06,0.08
5.18808e-04,0.06,0.04
5.18816e-04,0.06,0.06
5.18824e-04,0.06,0.04
5.18832e-04,0.06,0.08
5.18840e-04,0.06,0.04
5.18848e-04,0.06,0.06
5.18856e-04,0.06,0.04
5.18864e-04,0.06,0.06
5.18872e-04,0.06,0.04
5.18880e-04,0.08,0.06
5.18888e-04,0.06,0.04
5.18896e-04,0.06,0.08
5.18904e-04,0.06,0.04
5.18912e-04,0.04,0.08
5.18920e-04,0.06,0.04
5.18928e-04,0.06,0.08
5.18936e-04,0.06,0.04
5.18944e-04,0.06,0.08
5.18952e-04,0.06,0.04
5.18960e-04,0.06,0.06
5.18968e-04,0.06,0.02
5.18976e-04,0.08,0.06
5.18984e-04,0.06,0.04
5.18992e-04,0.06,0.08
5.19000e-04,0.06,0.04
5.19008e-04,0.06,0.06
5.19016e-04,0.06,0.04
5.19024e-04,0.04,0.06
5.19032e-04,0.06,0.04
5.19040e-04,0.06,0.06
5.19048e-04,0.06,0.02
5.19056e-04,0.04,0.06
5.19064e-04,0.04,0.04
5.19072e-04,0.06,0.06
5.19080e-04,0.06,0.02
5.19088e-04,0.06,0.06
5.19096e-04,0.06,0.02
5.19104e-04,0.06,0.08
5.19112e-04,0.06,0.04
5.19120e-04,0.06,0.06
5.19128e-04,0.06,0.04
5.19136e-04,0.06,0.08
5.19144e-04,0.04,0.04
5.19152e-04,0.06,0.08
5.19160e-04,0.06,0.04
5.19168e-04,0.06,0.08
5.19176e-04,0.06,0.04
5.19184e-04,0.06,0.06
5.19192e-04,0.06,0.04
5.19200e-04,0.02,0.08
5.19208e-04,0.06,0.02
5.19216e-04,0.04,0.06
5.19224e-04,0.04,0.04
5.19232e-04,0.08,0.06
5.19240e-04,0.06,0.02
5.19248e-04,0.06,0.08
5.19256e-04,0.06,0.02
5.19264e-04,0.06,0.06
5.19272e-04,0.06,0.02
5.19280e-04,0.06,0.08
5.19288e-04,0.06,0.04
5.19296e-04,0.06,0.06
5.19304e-04,0.06,0.04
5.19312e-04,0.04,0.08
5.19320e-04,0.06,0.04
5.19328e-04,0.06,0.06
5.19336e-04,0.06,0.04
5.19344e-04,0.06,0.06
5.19352e-04,0.06,0.04
5.19360e-04,0.06,0.06
5.19368e-04,0.06,0.02
5.19376e-04,0.04,0.06
5.19384e-04,0.06,0.04
5.19392e-04,0.06,0.08
5.19400e-04,0.06,0.04
5.19408e-04,0.06,0.06
5.19416e-04,0.06,0.04
5.19424e-04,0.04,0.08
5.19432e-04,0.06,0.02
5.19440e-04,0.06,0.06
5.19448e-04,0.06,0.04
5.19456e-04,0.06,0.06
5.19464e-04,0.04,0.04
5.19472e-04,0.06,0.06
5.19480e-04,0.06,0.02
5.19488e-04,0.04,0.08
5.19496e-04,0.06,0.04
5.19504e-04,0.06,0.08
5.19512e-04,0.06,0.04
5.19520e-04,0.06,0.08
5.19528e-04,0.04,0.04
5.19536e-04,0.06,0.08
5.19544e-04,0.06,0.02
5.19552e-04,0.06,0.06
5.19560e-04,0.06,0.02
5.19568e-04,0.06,0.06
5.19576e-04,0.06,0.04
5.19584e-04,0.04,0.06
5.19592e-04,0.06,0.04
5.19600e-04,0.06,0.06
5.19608e-04,0.06,0.02
5.19616e-04,0.06,0.06
5.19624e-04,0.04,0.02
5.19632e-04,0.04,0.06
5.19640e-04,0.06,0.02
5.19648e-04,0.06,0.06
5.19656e-04,0.06,0.04
5.19664e-04,0.06,0.08
5.19672e-04,0.06,0.04
5.19680e-04,0.08,0.06
5.19688e-04,0.04,0.04
5.19696e-04,0.06,0.08
5.19704e-04,0.06,0.02
5.19712e-04,0.06,0.08
5.19720e-04,0.06,0.04
5.19728e-04,0.06,0.06
5.19736e-04,0.04,0.02
5.19744e-04,0.06,0.06
5.19752e-04,0.06,0.02
5.19760e-04,0.06,0.06
5.19768e-04,0.06,0.04
5.19776e-04,0.06,0.06
5.19784e-04,0.06,0.02
5.19792e-04,0.04,0.06
5.19800e-04,0.08,0.02
5.19808e-04,0.04,0.06
5.19816e-04,0.04,0.02
5.19824e-04,0.06,0.08
5.19832e-04,0.06,0.04
5.19840e-04,0.06,0.08
5.19848e-04,0.06,0.04
5.19856e-04,0.08,0.06
5.19864e-04,0.04,0.02
5.19872e-04,0.04,0.08
5.19880e-04,0.06,0.02
5.19888e-04,0.04,0.08
5.19896e-04,0.06,0.04
5.19904e-04,0.04,0.08
5.19912e-04,0.06,0.04
5.19920e-04,0.04,0.08
5.19928e-04,0.06,0.02
5.19936e-04,0.08,0.06
5.19944e-04,0.06,0.02
5.19952e-04,0.06,0.08
5.19960e-04,0.04,0.04
5.19968e-04,0.04,0.08
5.19976e-04,0.06,0.02
5.19984e-04,0.04,0.06
5.19992e-04,0.04,0.04
5.20000e-04,0.04,0.06
5.20008e-04,0.06,0.04
5.20016e-04,0.04,0.06
5.20024e-04,0.04,0.02
5.20032e-04,0.06,0.08
5.20040e-04,0.06,0.02
5.20048e-04,0.06,0.06
5.20056e-04,0.06,0.04
5.20064e-04,0.06,0.06
5.20072e-04,0.06,0.04
5.20080e-04,0.04,0.08
5.20088e-04,0.06,0.02
5.20096e-04,0.04,0.06
5.20104e-04,0.06,0.04
5.20112e-04,0.04,0.06
5.20120e-04,0.06,0.04
5.20128e-04,0.06,0.06
5.20136e-04,0.06,0.04
5.20144e-04,0.06,0.06
5.20152e-04,0.06,0.04
5.20160e-04,0.04,0.08
5.20168e-04,0.02,0.04
5.20176e-04,0.06,0.06
5.20184e-04,0.06,0.02
5.20192e-04,0.04,0.08
5.20200e-04,0.06,0.02
5.20208e-04,0.06,0.06
5.20216e-04,0.04,0.04
5.20224e-04,0.04,0.06
5.20232e-04,0.06,0.04
5.20240e-04,0.04,0.06
5.20248e-04,0.06,0.02
5.20256e-04,0.04,0.08
5.20264e-04,0.06,0.04
5.20272e-04,0.04,0.06
5.20280e-04,0.06,0.02
5.20288e-04,0.04,0.06
5.20296e-04,0.06,0.02
5.20304e-04,0.06,0.06
5.20312e-04,0.06,0.04
5.20320e-04,0.06,0.06
5.20328e-04,0.06,0.04
5.20336e-04,0.06,0.06
5.20344e-04,0.06,0.04
5.20352e-04,0.04,0.06
5.20360e-04,0.06,0.02
5.20368e-04,0.04,0.06
5.20376e-04,0.04,0.02
5.20384e-04,0.06,0.06
5.20392e-04,0.04,0.02
5.20400e-04,0.06,0.06
5.20408e-04,0.04,0.02
5.20416e-04,0.04,0.06
5.20424e-04,0.06,0.02
5.20432e-04,0.06,0.04
5.20440e-04,0.04,0.02
5.20448e-04,0.06,0.08
5.20456e-04,0.06,0.04
5.20464e-04,0.04,0.06
5.20472e-04,0.04,0.02
5.20480e-04,0.06,0.06
5.20488e-04,0.04,0.02
5.20496e-04,0.04,0.06
5.20504e-04,0.06,0.02
5.20512e-04,0.04,0.06
5.20520e-04,0.06,0.02
5.20528e-04,0.06,0.06
5.20536e-04,0.04,0.04
5.20544e-04,0.04,0.06
5.20552e-04,0.06,0.02
5.20560e-04,0.04,0.06
5.20568e-04,0.06,0.02
5.20576e-04,0.06,0.08
5.20584e-04,0.06,0.04
5.20592e-04,0.04,0.06
5.20600e-04,0.08,0.02
5.20608e-04,0.06,0.08
5.20616e-04,0.04,0.02
5.20624e-04,0.06,0.08
5.20632e-04,0.06,0.04
5.20640e-04,0.04,0.08
5.20648e-04,0.04,0.02
5.20656e-04,0.06,0.06
5.20664e-04,0.04,0.02
5.20672e-04,0.06,0.06
5.20680e-04,0.06,0.02
5.20688e-04,0.06,0.08
5.20696e-04,0.06,0.02
5.20704e-04,0.06,0.06
5.20712e-04,0.06,0.04
5.20720e-04,0.06,0.06
5.20728e-04,0.04,0.02
5.20736e-04,0.06,0.06
5.20744e-04,0.04,0.04
5.20752e-04,0.06,0.06
5.20760e-04,0.06,0.04
5.20768e-04,0.04,0.06
5.20776e-04,0.04,0.02
5.20784e-04,0.04,0.06
5.20792e-04,0.04,0.04
5.20800e-04,0.06,0.06
5.20808e-04,0.04,0.02
5.20816e-04,0.04,0.06
5.20824e-04,0.04,0.04
5.20832e-04,0.02,0.06
5.20840e-04,0.06,0.02
5.20848e-04,0.04,0.06
5.20856e-04,0.04,0.02
5.20864e-04,0.06,0.06
5.20872e-04,0.04,0.04
5.20880e-04,0.04,0.06
5.20888e-04,0.02,0.02
5.20896e-04,0.04,0.06
5.20904e-04,0.06,0.02
5.20912e-04,0.04,0.06
5.20920e-04,0.06,0.02
5.20928e-04,0.06,0.06
5.20936e-04,0.02,0.04
5.20944e-04,0.04,0.06
5.20952e-04,0.02,0.02
5.20960e-04,0.04,0.06
5.20968e-04,0.06,0.02
5.20976e-04,0.06,0.06
5.20984e-04,0.06,0.02
5.20992e-04,0.04,0.06
5.21000e-04,0.06,0.02
5.21008e-04,0.04,0.06
5.21016e-04,0.06,0.02
5.21024e-04,0.04,0.06
5.21032e-04,0.06,0.02
5.21040e-04,0.04,0.06
5.21048e-04,0.04,0.02
5.21056e-04,0.04,0.06
5.21064e-04,0.06,0.02
5.21072e-04,0.06,0.06
5.21080e-04,0.04,0.04
5.21088e-04,0.04,0.06
5.21096e-04,0.06,0.02
5.21104e-04,0.04,0.06
5.21112e-04,0.04,0.04
5.21120e-04,0.08,0.06
5.21128e-04,0.06,0.04
5.21136e-04,0.04,0.08
5.21144e-04,0.06,0.02
5.21152e-04,0.06,0.06
5.21160e-04,0.06,0.02
5.21168e-04,0.04,0.08
5.21176e-04,0.04,0.02
5.21184e-04,0.06,0.06
5.21192e-04,0.04,0.04
5.21200e-04,0.06,0.06
5.21208e-04,0.04,0.02
5.21216e-04,0.04,0.06
5.21224e-04,0.06,0.04
5.21232e-04,0.04,0.06
5.21240e-04,0.04,0.04
5.21248e-04,0.04,0.06
5.21256e-04,0.06,0.02
5.21264e-04,0.04,0.04
5.21272e-04,0.04,0.02
5.21280e-04,0.04,0.06
5.21288e-04,0.04,0.02
5.21296e-04,0.04,0.06
5.21304e-04,0.04,0.04
5.21312e-04,0.04,0.06
5.21320e-04,0.06,0.04
5.21328e-04,0.04,0.06
5.21336e-04,0.04,0.04
5.21344e-04,0.06,0.06
5.21352e-04,0.04,0.02
5.21360e-04,0.04,0.06
5.21368e-04,0.06,0.02
5.21376e-04,0.04,0.06
5.21384e-04,0.04,0.04
5.21392e-04,0.06,0.06
5.21400e-04,0.02,0.02
5.21408e-04,0.06,0.06
5.21416e-04,0.04,0.02
5.21424e-04,0.04,0.06
5.21432e-04,0.04,0.02
5.21440e-04,0.06,0.06
5.21448e-04,0.04,0.02
5.21456e-04,0.04,0.06
5.21464e-04,0.06,0.02
5.21472e-04,0.04,0.04
5.21480e-04,0.04,0.02
5.21488e-04,0.06,0.06
5.21496e-04,0.04,0.02
5.21504e-04,0.06,0.06
5.21512e-04,0.04,0.02
5.21520e-04,0.04,0.06
5.21528e-04,0.04,0.02
5.21536e-04,0.06,0.06
5.21544e-04,0.04,0.04
5.21552e-04,0.02,0.06
5.21560e-04,0.04,0.02
5.21568e-04,0.04,0.06
5.21576e-04,0.04,0.02
5.21584e-04,0.04,0.06
5.21592e-04,0.04,0.02
5.21600e-04,0.06,0.06
5.21608e-04,0.06,-3.33786e-08
5.21616e-04,0.06,0.06
5.21624e-04,0.04,0.02
5.21632e-04,0.04,0.06
5.21640e-04,0.06,0.02
5.21648e-04,0.02,0.06
5.21656e-04,0.04,0.02
5.21664e-04,0.04,0.06
5.21672e-04,0.06,0.02
5.21680e-04,0.06,0.06
5.21688e-04,0.04,0.02
5.21696e-04,0.06,0.06
5.21704e-04,0.04,0.02
5.21712e-04,0.04,0.06
5.21720e-04,0.04,0.04
5.21728e-04,0.04,0.06
5.21736e-04,0.04,0.02
5.21744e-04,0.04,0.06
5.21752e-04,0.04,0.02
5.21760e-04,0.04,0.04
5.21768e-04,0.04,0.02
5.21776e-04,0.02,0.06
5.21784e-04,0.06,0.02
5.21792e-04,0.04,0.06
5.21800e-04,0.04,0.02
5.21808e-04,0.04,0.06
5.21816e-04,0.04,0.02
5.21824e-04,0.04,0.04
5.21832e-04,0.04,0.02
5.21840e-04,0.04,0.06
5.21848e-04,0.04,0.02
5.21856e-04,0.06,0.04
5.21864e-04,0.04,0.02
5.21872e-04,0.04,0.06
5.21880e-04,0.04,0.02
5.21888e-04,0.06,0.06
5.21896e-04,0.06,0.02
5.21904e-04,0.02,0.06
5.21912e-04,0.06,0.02
5.21920e-04,0.06,0.06
5.21928e-04,0.04,0.02
5.21936e-04,0.04,0.06
5.21944e-04,0.04,0.02
5.21952e-04,0.04,0.06
5.21960e-04,0.04,0.02
5.21968e-04,0.04,0.06
5.21976e-04,0.06,0.02
5.21984e-04,0.06,0.06
5.21992e-04,0.04,0.02
5.22000e-04,0.04,0.06
5.22008e-04,0.04,0.02
5.22016e-04,0.04,0.04
5.22024e-04,0.02,0.02
5.22032e-04,0.04,0.06
5.22040e-04,0.06,0.02
5.22048e-04,0.04,0.06
5.22056e-04,0.04,0.02
5.22064e-04,0.04,0.06
5.22072e-04,0.06,0.02
5.22080e-04,0.04,0.08
5.22088e-04,0.04,0.02
5.22096e-04,0.06,0.06
5.22104e-04,0.02,0.02
5.22112e-04,0.02,0.06
5.22120e-04,0.04,0.02
5.22128e-04,0.04,0.06
5.22136e-04,0.04,0.02
5.22144e-04,0.02,0.04
5.22152e-04,0.02,0.02
5.22160e-04,0.06,0.06
5.22168e-04,0.04,0.02
5.22176e-04,-3.33786e-08,0.06
5.22184e-04,0.06,-3.33786e-08
5.22192e-04,0.06,0.06
5.22200e-04,0.04,0.02
5.22208e-04,0.04,0.06
5.22216e-04,0.06,0.02
5.22224e-04,0.06,0.06
5.22232e-04,0.04,0.02
5.22240e-04,0.04,0.06
5.22248e-04,0.04,0.02
5.22256e-04,0.04,0.06
5.22264e-04,0.04,0.02
5.22272e-04,0.04,0.06
5.22280e-04,0.06,0.02
5.22288e-04,0.04,0.04
5.22296e-04,0.04,0.02
5.22304e-04,0.06,0.06
5.22312e-04,0.04,0.02
5.22320e-04,0.02,0.06
5.22328e-04,0.04,0.02
5.22336e-04,0.04,0.06
5.22344e-04,0.04,0.02
5.22352e-04,0.02,0.06
5.22360e-04,0.04,0.02
5.22368e-04,0.04,0.06
5.22376e-04,0.04,0.02
5.22384e-04,0.02,0.06
5.22392e-04,0.04,0.02
5.22400e-04,0.04,0.06
5.22408e-04,0.02,0.02
5.22416e-04,0.04,0.06
5.22424e-04,0.04,-3.33786e-08
5.22432e-04,0.04,0.04
5.22440e-04,0.04,0.02
5.22448e-04,0.04,0.04
5.22456e-04,0.04,0.02
5.22464e-04,0.04,0.04
5.22472e-04,0.02,0.02
5.22480e-04,0.04,0.06
5.22488e-04,0.04,0.02
5.22496e-04,0.08,0.06
5.22504e-04,0.04,0.02
5.22512e-04,0.04,0.08
5.22520e-04,0.06,0.02
5.22528e-04,0.04,0.06
5.22536e-04,0.04,0.02
5.22544e-04,0.04,0.06
5.22552e-04,0.04,0.02
5.22560e-04,0.02,0.06
5.22568e-04,0.04,0.02
5.22576e-04,0.04,0.04
5.22584e-04,0.04,-3.33786e-08
5.22592e-04,0.04,0.06
5.22600e-04,0.04,0.02
5.22608e-04,0.04,0.06
5.22616e-04,0.06,0.02
5.22624e-04,0.04,0.04
5.22632e-04,0.02,0.02
5.22640e-04,0.04,0.06
5.22648e-04,0.04,0.02
5.22656e-04,0.04,0.04
5.22664e-04,0.06,0.02
5.22672e-04,0.06,0.06
5.22680e-04,0.06,0.02
5.22688e-04,0.04,0.06
5.22696e-04,0.04,-3.33786e-08
5.22704e-04,0.02,0.06
5.22712e-04,0.04,0.02
5.22720e-04,0.04,0.04
5.22728e-04,0.04,0.02
5.22736e-04,0.06,0.06
5.22744e-04,0.06,0.02
5.22752e-04,0.04,0.06
5.22760e-04,0.06,0.02
5.22768e-04,0.04,0.06
5.22776e-04,0.04,0.02
5.22784e-04,0.02,0.06
5.22792e-04,0.04,0.02
5.22800e-04,0.04,0.06
5.22808e-04,0.04,0.02
5.22816e-04,0.04,0.04
5.22824e-04,0.02,0.02
5.22832e-04,0.04,0.04
5.22840e-04,0.04,0.02
5.22848e-04,0.04,0.04
5.22856e-04,0.06,0.02
5.22864e-04,0.04,0.04
5.22872e-04,0.04,0.02
5.22880e-04,0.04,0.06
5.22888e-04,0.04,0.02
5.22896e-04,0.04,0.06
5.22904e-04,0.04,0.02
5.22912e-04,0.04,0.04
5.22920e-04,0.06,0.02
5.22928e-04,0.06,0.06
5.22936e-04,0.02,0.04
5.22944e-04,0.06,0.06
5.22952e-04,0.04,0.02
5.22960e-04,0.02,0.06
5.22968e-04,0.06,0.02
5.22976e-04,0.06,0.06
5.22984e-04,0.06,0.02
5.22992e-04,0.04,0.06
5.23000e-04,0.02,0.02
5.23008e-04,0.04,0.06
5.23016e-04,0.08,0.02
5.23024e-04,-3.33786e-08,0.04
5.23032e-04,0.04,-3.33786e-08
5.23040e-04,0.04,0.08
5.23048e-04,0.04,0.02
5.23056e-04,0.04,0.06
5.23064e-04,0.04,0.02
5.23072e-04,0.04,0.04
5.23080e-04,0.04,0.02
5.23088e-04,0.02,0.04
5.23096e-04,0.04,0.02
5.23104e-04,0.02,0.06
5.23112e-04,0.04,0.02
5.23120e-04,0.04,0.06
5.23128e-04,0.04,0.02
5.23136e-04,0.04,0.06
5.23144e-04,0.04,0.02
5.23152e-04,0.04,0.04
5.23160e-04,0.04,0.02
5.23168e-04,0.02,0.04
5.23176e-04,0.02,0.02
5.23184e-04,0.02,0.06
5.23192e-04,0.04,0.02
5.23200e-04,0.04,0.06
5.23208e-04,0.02,0.02
5.23216e-04,0.04,0.04
5.23224e-04,0.04,0.02
5.23232e-04,0.04,0.04
5.23240e-04,0.04,0.02
5.23248e-04,0.04,0.06
5.23256e-04,0.02,0.02
5.23264e-04,0.04,0.04
5.23272e-04,0.04,0.02
5.23280e-04,0.04,0.04
5.23288e-04,0.04,0.02
5.23296e-04,0.04,0.06
5.23304e-04,0.04,0.02
5.23312e-04,0.04,0.04
5.23320e-04,0.02,0.02
5.23328e-04,0.02,0.06
5.23336e-04,0.02,0.02
5.23344e-04,0.02,0.04
5.23352e-04,0.04,0.02
5.23360e-04,0.04,0.04
5.23368e-04,0.04,-3.33786e-08
5.23376e-04,0.04,0.04
5.23384e-04,0.02,0.02
5.23392e-04,0.04,0.04
5.23400e-04,0.02,-3.33786e-08
5.23408e-04,0.06,0.06
5.23416e-04,0.04,0.02
5.23424e-04,0.04,0.06
5.23432e-04,0.04,0.02
5.23440e-04,0.02,0.06
5.23448e-04,0.04,0.02
5.23456e-04,0.02,0.04
5.23464e-04,0.02,0.02
5.23472e-04,0.02,0.06
5.23480e-04,0.04,0.02
5.23488e-04,0.04,0.06
5.23496e-04,0.04,0.02
5.23504e-04,0.04,0.04
5.23512e-04,0.04,0.02
5.23520e-04,0.04,0.06
5.23528e-04,0.04,0.02
5.23536e-04,0.04,0.04
5.23544e-04,0.04,0.02
5.23552e-04,0.04,0.06
5.23560e-04,0.04,-3.33786e-08
5.23568e-04,0.04,0.04
5.23576e-04,0.02,0.02
5.23584e-04,0.02,0.06
5.23592e-04,0.04,0.02
5.23600e-04,0.04,0.04
5.23608e-04,0.04,0.02
5.23616e-04,0.04,0.06
5.23624e-04,0.04,-3.33786e-08
5.23632e-04,0.04,0.04
5.23640e-04,0.02,-3.33786e-08
5.23648e-04,0.06,0.06
5.23656e-04,0.02,0.02
5.23664e-04,0.04,0.06
5.23672e-04,0.04,0.02
5.23680e-04,0.04,0.06
5.23688e-04,0.02,0.02
5.23696e-04,0.04,0.06
5.23704e-04,0.04,0.02
5.23712e-04,0.04,0.06
5.23720e-04,0.06,0.02
5.23728e-04,0.04,0.04
5.23736e-04,0.02,-0.04
5.23744e-04,0.02,0.06
5.23752e-04,0.02,-0.02
5.23760e-04,0.04,0.1
5.23768e-04,0.04,-3.33786e-08
5.23776e-04,0.02,0.06
5.23784e-04,0.02,-3.33786e-08
5.23792e-04,0.02,0.06
5.23800e-04,0.04,0.02
5.23808e-04,0.04,0.06
5.23816e-04,0.04,0.02
5.23824e-04,0.04,0.06
5.23832e-04,0.02,0.02
5.23840e-04,0.04,0.06
5.23848e-04,0.06,0.02
5.23856e-04,0.04,0.04
5.23864e-04,0.04,0.02
5.23872e-04,0.04,0.06
5.23880e-04,0.04,0.02
5.23888e-04,0.04,0.04
5.23896e-04,0.04,0.02
5.23904e-04,0.04,0.04
5.23912e-04,0.04,0.02
5.23920e-04,0.06,0.06
5.23928e-04,0.04,0.02
5.23936e-04,0.04,0.06
5.23944e-04,0.04,0.02
5.23952e-04,0.04,0.04
5.23960e-04,0.04,0.02
5.23968e-04,0.04,0.06
5.23976e-04,0.04,-3.33786e-08
5.23984e-04,0.04,0.04
5.23992e-04,0.04,0.02
5.24000e-04,0.04,0.06
5.24008e-04,0.04,0.02
5.24016e-04,0.04,0.06
5.24024e-04,0.04,-3.33786e-08
5.24032e-04,0.02,0.04
5.24040e-04,0.02,0.02
5.24048e-04,0.04,0.06
5.24056e-04,0.04,-3.33786e-08
5.24064e-04,0.04,0.06
5.24072e-04,0.04,0.02
5.24080e-04,0.04,0.04
5.24088e-04,0.04,0.02
5.24096e-04,0.04,0.04
5.24104e-04,0.04,0.02
5.24112e-04,0.04,0.06
5.24120e-04,0.02,0.02
5.24128e-04,0.02,0.06
5.24136e-04,0.02,0.02
5.24144e-04,0.04,0.06
5.24152e-04,0.06,0.02
5.24160e-04,0.02,0.04
5.24168e-04,0.04,0.02
5.24176e-04,0.04,0.06
5.24184e-04,0.04,0.02
5.24192e-04,0.02,0.04
5.24200e-04,0.04,-3.33786e-08
5.24208e-04,0.04,0.04
5.24216e-04,0.02,-3.33786e-08
5.24224e-04,0.02,0.04
5.24232e-04,0.04,0.02
5.24240e-04,0.04,0.04
5.24248e-04,0.04,0.02
5.24256e-04,0.04,0.04
5.24264e-04,0.04,0.02
5.24272e-04,0.02,0.04
5.24280e-04,0.04,0.02
5.24288e-04,0.02,0.04
5.24296e-04,0.04,0.02
5.24304e-04,0.04,0.04
5.24312e-04,0.02,0.02
5.24320e-04,0.02,0.04
5.24328e-04,0.04,0.02
5.24336e-04,0.04,0.04
5.24344e-04,0.02,0.02
5.24352e-04,0.02,0.04
5.24360e-04,0.04,0.02
5.24368e-04,0.06,0.04
5.24376e-04,0.04,0.02
5.24384e-04,0.04,0.06
5.24392e-04,0.04,-3.33786e-08
5.24400e-04,0.04,0.04
5.24408e-04,0.04,0.02
5.24416e-04,0.02,0.04
5.24424e-04,0.02,0.02
5.24432e-04,0.04,0.04
5.24440e-04,0.02,-3.33786e-08
5.24448e-04,0.04,0.04
5.24456e-04,0.04,-3.33786e-08
5.24464e-04,0.04,0.04
5.24472e-04,0.02,0.02
5.24480e-04,0.02,0.06
5.24488e-04,0.02,0.02
5.24496e-04,0.04,0.04
5.24504e-04,0.06,0.02
5.24512e-04,0.02,0.04
5.24520e-04,0.04,-3.33786e-08
5.24528e-04,0.02,0.06
5.24536e-04,0.04,0.02
