TIME,CH1
-0.001352,0.16
-0.00132486,0.16
-0.00132483,0.08
-0.0013248,0.08
-0.00132477,0.16
-0.00128579,0.16
-0.00128576,0.08
-0.00128573,0.08
-0.0012857,0.16
-0.00128112,0.16
-0.00128109,0.24
-0.00128106,0.08
-0.00128102,0.08
-0.00128099,0.16
-0.00123453,0.16
-0.0012345,0.08
-0.00123446,0.08
-0.00123443,0.16
-0.00120803,0.16
-0.001208,0.08
-0.00120797,0.24
-0.00120794,0.16
-0.00108992,0.16
-0.00108989,0.08
-0.00108986,0.08
-0.00108982,0.16
-0.00105024,0.16
-0.00105021,0.08
-0.00105018,0.08
-0.00105014,0.16
-0.00104304,0.16
-0.00104301,0.24
-0.00104298,0.08
-0.00104294,0.16
-0.00102944,0.16
-0.00102941,0.08
-0.00102938,0.08
-0.00102934,0.16
-0.00100144,0.16
-0.00100141,0.24
-0.00100138,0.08
-0.00100134,0.16
-0.000985696,0.16
-0.000985664,0.24
-0.000985632,0.08
-0.0009856,0.16
-0.00095248,0.16
-0.000952448,0.24
-0.000952416,0.24
-0.000952384,0.16
-0.000911584,0.16
-0.000911552,0.24
-0.00091152,0.08
-0.000911488,0.16
-0.000851008,0.16
-0.000850976,0.08
-0.000850944,0.08
-0.000850912,0.16
-0.000759008,0.16
-0.000758976,0.08
-0.000758944,0.08
-0.000758912,0.16
-0.000706784,0.16
-0.000706752,0.08
-0.00070672,0.08
-0.000706688,0.16
-0.00066992,0.16
-0.000669888,0.24
-0.000669856,0.24
-0.000669824,0.16
-0.000601376,0.16
-0.000601344,0.08
-0.000601312,0.08
-0.00060128,0.16
-0.000531744,0.16
-0.000531712,0.08
-0.00053168,0.24
-0.000531648,0.16
-0.000505568,0.16
-0.000505536,0.24
-0.000505504,0.24
-0.000505472,0.16
-0.00050512,0.16
-0.000505088,0.24
-0.000505056,0.24
-0.000505024,0.16
-0.00045376,0.16
-0.000453728,0.08
-0.000453696,0.08
-0.000453664,0.16
-0.00044704,0.16
-0.000447008,0.08
-0.000446976,0.08
-0.000446944,0.16
-0.000425344,0.16
-0.000425312,0.08
-0.00042528,0.08
-0.000425248,0.16
-0.000424,0.16
-0.000423968,0.08
-0.000423936,0.08
-0.000423904,0.16
-0.000414016,0.16
-0.000413984,0.08
-0.000413952,0.24
-0.00041392,0.16
-0.000292608,0.16
-0.000292576,0.24
-0.000292544,0.24
-0.000292512,0.16
-0.000289024,0.16
-0.000288992,0.24
-0.00028896,0.24
-0.000288928,0.16
-0.00025792,0.16
-0.000257888,0.08
-0.000257856,0.08
-0.000257824,0.16
-0.000189696,0.16
-0.000189664,0.72
-0.000189632,2.32
-0.0001896,2.72
-0.000189504,2.72
-0.000189472,2.8
-0.000189184,2.8
-0.000189152,2.72
-0.00018912,2.64
-0.000189088,2.48
-0.000189056,2.4
-0.000189024,2.32
-0.000188992,2.24
-0.00018896,2.08
-0.000188928,1.92
-0.000188832,1.92
-0.0001888,1.84
-0.000188768,1.84
-0.000188736,1.76
-0.000188544,1.76
-0.000188512,1.84
-0.000188416,1.84
-0.000188384,1.92
-0.000188352,2.0
-0.00018832,2.0
-0.000188288,2.08
-0.000188256,2.16
-0.000188192,2.16
-0.00018816,2.24
-0.000188128,2.32
-0.000188096,2.32
-0.000188064,2.4
-0.000188032,2.48
-0.000188,2.48
-0.000187968,2.56
-0.000187552,2.56
-0.00018752,2.48
-0.000187328,2.48
-0.000187296,2.4
-0.00018704,2.4
-0.000187008,2.32
-0.000186336,2.32
-0.000186304,2.4
-0.00018624,2.4
-0.000186208,2.32
-0.000186176,2.32
-0.000186144,2.4
-0.0001856,2.4
-0.000185568,2.32
-0.00018464,2.32
-0.000184608,2.4
-0.000184544,2.4
-0.000184512,2.48
-0.00018448,2.48
-0.000184448,2.56
-0.00018432,2.56
-0.000184288,2.64
-0.00018416,2.64
-0.000184128,2.72
-0.000183712,2.72
-0.00018368,2.8
-0.000182752,2.8
-0.00018272,2.88
-0.000182624,2.88
-0.000182592,2.8
-0.00018224,2.8
-0.000182208,2.88
-0.000181632,2.88
-0.0001816,2.96
-0.000181536,2.96
-0.000181504,2.88
-0.000181472,2.88
-0.00018144,2.72
-0.000181408,2.64
-0.000181376,2.56
-0.000181344,2.48
-0.000181312,2.32
-0.00018128,2.24
-0.000181248,2.08
-0.000181216,1.92
-0.000181184,1.76
-0.000181152,1.6
-0.00018112,1.44
-0.000181088,1.36
-0.000181056,1.12
-0.000181024,0.96
-0.000180992,0.88
-0.00018096,0.64
-0.000180928,0.48
-0.000180896,0.32
-0.000180864,0.24
-0.0001808,0.24
-0.000180768,0.16
-0.000176,0.16
-0.000175968,0.24
-0.000175936,0.4
-0.000175904,0.64
-0.000175872,1.04
-0.00017584,1.36
-0.000175808,1.68
-0.000175776,2.0
-0.000175744,2.24
-0.000175712,2.48
-0.00017568,2.64
-0.000175648,2.72
-0.000175552,2.72
-0.00017552,2.8
