TIME,CH1
3.1456e-05,0.08
3.184e-05,0.16
3.1872e-05,0.08
3.3056e-05,0.16
3.3088e-05,0.08
3.328e-05,0.16
3.3312e-05,0.08
3.36e-05,0.16
3.3664e-05,0.08
3.4016e-05,0.16
3.4048e-05,0.08
3.4112e-05,0.16
3.4144e-05,0.08
3.4496e-05,0.16
3.4528e-05,0.08
3.4592e-05,0.16
3.4624e-05,0.08
3.5072e-05,0.16
3.5104e-05,0.08
3.5424e-05,0.16
3.5456e-05,0.08
3.616e-05,0.16
3.6192e-05,0.08
3.6512e-05,0.16
3.6544e-05,0.08
3.6896e-05,0.16
3.6928e-05,0.08
3.7088e-05,0.16
3.712e-05,0.08
3.7824e-05,0.16
3.7856e-05,0.08
3.7888e-05,0.16
3.792e-05,0.08
3.8048e-05,0.16
3.808e-05,0.08
3.824e-05,0.16
3.8272e-05,0.08
3.8304e-05,0.16
3.8336e-05,0.08
3.856e-05,0.16
3.8592e-05,0.08
3.8816e-05,0.16
3.8848e-05,0.08
3.9232e-05,0.16
3.9264e-05,0.08
3.9584e-05,0.16
3.9616e-05,0.08
3.9808e-05,0.16
3.984e-05,0.08
3.9968e-05,0.16
4e-05,0.08
4.0096e-05,0.16
4.0128e-05,0.08
4.016e-05,0.16
4.0192e-05,0.08
4.0352e-05,0.16
4.0384e-05,0.08
4.0512e-05,0.16
4.0576e-05,0.08
4.0992e-05,0.16
4.1024e-05,0.08
4.1152e-05,0.16
4.1216e-05,0.08
4.128e-05,0.16
4.1312e-05,0.08
4.1472e-05,0.16
4.1504e-05,0.08
4.1728e-05,0.16
4.176e-05,0.08
4.1824e-05,0.16
4.1856e-05,0.08
4.1888e-05,0.16
4.192e-05,0.08
4.2016e-05,0.16
4.208e-05,0.08
4.2208e-05,0.16
4.224e-05,0.08
4.2464e-05,0.16
4.2496e-05,0.08
4.256e-05,0.16
4.2592e-05,0.08
4.2656e-05,0.16
4.2688e-05,0.08
4.272e-05,0.16
4.2752e-05,0.08
4.2976e-05,0.16
4.3008e-05,0.08
4.304e-05,0.16
4.3072e-05,0.08
4.3104e-05,0.16
4.3136e-05,0.08
4.3168e-05,0.16
4.32e-05,0.08
4.3392e-05,0.16
4.3424e-05,0.08
4.3456e-05,0.16
4.3584e-05,0.08
4.368e-05,0.16
4.3776e-05,0.08
4.4256e-05,0.16
4.4288e-05,0.08
4.432e-05,0.16
4.4384e-05,0.08
4.4416e-05,0.16
4.4448e-05,0.08
4.448e-05,0.16
4.4512e-05,0.08
